66,0.03529412,0.023529414,0.029411767,1.0,1.0,1.0
45,0.04117647,0.037254903,0.039215688,1.0,1.0,1.0
56,0.037254903,0.037254903,0.037254903,1.0,1.0,1.0
66,0.037254903,0.039215688,0.038235296,1.0,1.0,1.0
51,0.04117647,0.03529412,0.038235296,1.0,1.0,1.0
59,0.033333335,0.029411767,0.03137255,1.0,1.0,1.0
66,0.027450982,0.019607844,0.023529414,1.0,1.0,1.0
63,0.04705883,0.03137255,0.03921569,1.0,1.0,1.0
57,0.037254903,0.03529412,0.03627451,1.0,1.0,1.0
67,0.043137256,0.037254903,0.04019608,1.0,1.0,1.0
329,0.03529412,0.04705883,0.041176476,1.0,1.0,1.0
339,0.049019612,0.054901965,0.05196079,1.0,1.0,1.0
352,0.05294118,0.025490198,0.03921569,1.0,1.0,1.0
257,0.04509804,0.025490198,0.03529412,1.0,1.0,1.0
286,0.043137256,0.029411767,0.03627451,1.0,1.0,1.0
312,0.04705883,0.029411767,0.0382353,1.0,1.0,1.0
364,0.037254903,0.023529414,0.030392159,1.0,1.0,1.0
253,0.050980397,0.03137255,0.041176476,1.0,1.0,1.0
303,0.05294118,0.029411767,0.041176476,1.0,1.0,1.0
338,0.050980397,0.04509804,0.04803922,1.0,1.0,1.0
58,0.04705883,0.03529412,0.041176476,1.0,1.0,1.0
57,0.043137256,0.04117647,0.042156864,1.0,1.0,1.0
58,0.039215688,0.029411767,0.034313727,1.0,1.0,1.0
66,0.033333335,0.023529414,0.028431375,1.0,1.0,1.0
74,0.04117647,0.03529412,0.038235296,1.0,1.0,1.0
75,0.04117647,0.037254903,0.039215688,1.0,1.0,1.0
75,0.029411767,0.019607844,0.024509806,1.0,1.0,1.0
84,0.039215688,0.03529412,0.037254903,1.0,1.0,1.0
57,0.04117647,0.033333335,0.037254903,1.0,1.0,1.0
41,0.027450982,0.027450982,0.027450982,1.0,1.0,1.0
387,0.03137255,0.04509804,0.038235296,1.0,1.0,1.0
